lethargy,vomiting,diarrhea,loss_of_appetite,coughing,sneezing,nasal_discharge,limping,scratching,ear_discharge,eye_discharge,swelling,seizure,fever,excessive_thirst,weight_loss,weight_gain,bad_breath,skin_redness,age_months,duration_days,illness,severity
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52,81,hip_dysplasia,moderate
1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,185,18,tick_borne_disease,severe
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56,30,intestinal_parasites,moderate
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,41,anxiety_behavioral,mild
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,18,intestinal_parasites,moderate
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,4,gastroenteritis,moderate
0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,40,46,intestinal_parasites,moderate
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,106,anxiety_behavioral,mild
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,41,intestinal_parasites,moderate
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,38,78,mange,moderate
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,37,anxiety_behavioral,mild
1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,42,3,tick_borne_disease,severe
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,96,479,hypothyroidism,moderate
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,178,635,dental_disease,mild
1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,93,613,osteoarthritis,moderate
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44,9,conjunctivitis,mild
1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,169,1,heatstroke,emergency
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,81,580,dental_disease,mild
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,119,657,hip_dysplasia,moderate
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,168,766,osteoarthritis,moderate
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,39,86,mange,moderate
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,130,anxiety_behavioral,mild
1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,18,17,tick_borne_disease,severe
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,158,554,osteoarthritis,moderate
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,158,8,conjunctivitis,mild
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,43,5,urinary_tract_infection,moderate
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25,1,heatstroke,emergency
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,50,intestinal_parasites,moderate
1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,126,4,urinary_tract_infection,moderate
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,131,93,osteoarthritis,moderate
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,149,anxiety_behavioral,mild
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,196,5,conjunctivitis,mild
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,86,116,environmental_allergies,mild
0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,14,13,tick_borne_disease,severe
1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,92,16,tick_borne_disease,severe
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,gastroenteritis,moderate
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,123,737,hypothyroidism,moderate
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,110,4,conjunctivitis,mild
1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,99,1,bloat_gdv,emergency
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,126,5,urinary_tract_infection,moderate
0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,95,865,dental_disease,mild
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,5,conjunctivitis,mild
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,181,488,hypothyroidism,moderate
0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,37,58,intestinal_parasites,moderate
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,44,intestinal_parasites,moderate
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,87,anxiety_behavioral,mild
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,44,68,mange,moderate
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,17,6,conjunctivitis,mild
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,93,806,hypothyroidism,moderate
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,145,337,obesity_related_strain,mild
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,121,233,obesity_related_strain,mild
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,65,6,kennel_cough,mild
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,166,239,osteoarthritis,moderate
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,123,10,ear_infection,mild
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,98,742,dental_disease,mild
1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,2,parvovirus,emergency
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,62,69,obesity_related_strain,mild
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,124,3,ear_infection,mild
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,128,6,conjunctivitis,mild
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,9,77,mange,moderate
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,110,44,mange,moderate
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43,32,intestinal_parasites,moderate
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,562,hip_dysplasia,moderate
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,83,137,obesity_related_strain,mild
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,139,867,osteoarthritis,moderate
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,114,627,obesity_related_strain,mild
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,187,1,bloat_gdv,emergency
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,45,571,obesity_related_strain,mild
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,55,76,mange,moderate
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,4,gastroenteritis,moderate
0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,101,20,tick_borne_disease,severe
1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,76,12,tick_borne_disease,severe
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,16,72,mange,moderate
0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,4,gastroenteritis,moderate
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,parvovirus,emergency
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,154,10,conjunctivitis,mild
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,52,intestinal_parasites,moderate
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,125,anxiety_behavioral,mild
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,48,596,obesity_related_strain,mild
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,53,24,mange,moderate
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,135,346,hip_dysplasia,moderate
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,166,628,obesity_related_strain,mild
1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,16,1,heatstroke,emergency
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,150,642,dental_disease,mild
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,29,5,kennel_cough,mild
1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,parvovirus,emergency
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,2,gastroenteritis,moderate
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,283,hip_dysplasia,moderate
1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,3,parvovirus,emergency
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,68,66,mange,moderate
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,179,354,osteoarthritis,moderate
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,196,1,bloat_gdv,emergency
1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,49,18,tick_borne_disease,severe
0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,60,46,environmental_allergies,mild
1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,189,1,heatstroke,emergency
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,170,6,conjunctivitis,mild
1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,65,6,tick_borne_disease,severe
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,179,anxiety_behavioral,mild
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,175,464,dental_disease,mild
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,43,6,ear_infection,mild
0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,109,12,kennel_cough,mild
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,141,1,bloat_gdv,emergency
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,196,8,conjunctivitis,mild
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,57,hip_dysplasia,moderate
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,173,217,hypothyroidism,moderate
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,54,222,dental_disease,mild
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,69,8,kennel_cough,mild
1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,parvovirus,emergency
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,63,13,ear_infection,mild
0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,2,parvovirus,emergency
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,32,1,bloat_gdv,emergency
1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,134,11,tick_borne_disease,severe
0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,3,gastroenteritis,moderate
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,2,gastroenteritis,moderate
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,44,8,kennel_cough,mild
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,102,7,urinary_tract_infection,moderate
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,11,39,mange,moderate
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,108,24,environmental_allergies,mild
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,94,54,mange,moderate
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,143,684,osteoarthritis,moderate
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,144,1,bloat_gdv,emergency
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,98,1,bloat_gdv,emergency
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,165,72,hypothyroidism,moderate
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,142,76,osteoarthritis,moderate
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,4,gastroenteritis,moderate
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,80,6,ear_infection,mild
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,159,103,obesity_related_strain,mild
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54,56,intestinal_parasites,moderate
1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,121,20,tick_borne_disease,severe
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,17,78,mange,moderate
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,101,1,bloat_gdv,emergency
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,178,347,hip_dysplasia,moderate
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,186,339,obesity_related_strain,mild
1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,97,17,tick_borne_disease,severe
1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,parvovirus,emergency
0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,28,intestinal_parasites,moderate
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,59,869,obesity_related_strain,mild
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,kennel_cough,mild
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,5,gastroenteritis,moderate
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,parvovirus,emergency
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,169,256,dental_disease,mild
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,112,1,heatstroke,emergency
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,1,bloat_gdv,emergency
1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,19,19,tick_borne_disease,severe
1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,51,624,hip_dysplasia,moderate
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,7,urinary_tract_infection,moderate
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,176,466,obesity_related_strain,mild
1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,179,5,urinary_tract_infection,moderate
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,93,152,osteoarthritis,moderate
1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,parvovirus,emergency
0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,35,10,urinary_tract_infection,moderate
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,117,anxiety_behavioral,mild
1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,62,14,tick_borne_disease,severe
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,13,22,environmental_allergies,mild
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,138,4,ear_infection,mild
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,90,276,hypothyroidism,moderate
0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,65,4,conjunctivitis,mild
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,116,1,bloat_gdv,emergency
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,173,736,hypothyroidism,moderate
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91,802,dental_disease,mild
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,153,603,osteoarthritis,moderate
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,82,424,obesity_related_strain,mild
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,152,823,obesity_related_strain,mild
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,83,22,mange,moderate
0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,149,1,gastroenteritis,moderate
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,21,36,mange,moderate
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,84,1,bloat_gdv,emergency
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,7,21,mange,moderate
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,196,725,dental_disease,mild
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,2,kennel_cough,mild
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,146,1,bloat_gdv,emergency
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123,753,obesity_related_strain,mild
0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,34,29,intestinal_parasites,moderate
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,178,777,osteoarthritis,moderate
1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,4,parvovirus,emergency
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,156,109,environmental_allergies,mild
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,86,1,bloat_gdv,emergency
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,142,7,ear_infection,mild
0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,76,166,environmental_allergies,mild
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,4,gastroenteritis,moderate
1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,105,14,tick_borne_disease,severe
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,198,1,heatstroke,emergency
1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,40,1,bloat_gdv,emergency
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,164,4,urinary_tract_infection,moderate
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,193,93,hypothyroidism,moderate
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,123,26,environmental_allergies,mild
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,195,5,conjunctivitis,mild
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,375,hip_dysplasia,moderate
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,134,9,conjunctivitis,mild
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,81,597,hip_dysplasia,moderate
1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,180,18,tick_borne_disease,severe
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,5,kennel_cough,mild
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,59,1,bloat_gdv,emergency
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,69,9,urinary_tract_infection,moderate
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,1,gastroenteritis,moderate
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33,1,bloat_gdv,emergency
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,50,hip_dysplasia,moderate
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,164,anxiety_behavioral,mild
1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,3,parvovirus,emergency
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,72,67,mange,moderate
0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,29,13,kennel_cough,mild
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,68,516,hip_dysplasia,moderate
0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,140,36,environmental_allergies,mild
1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,40,1,heatstroke,emergency
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,154,651,hip_dysplasia,moderate
